timestamp,pid,name,cpu_percent,memory_mb,memory_percent,disk_read_kb,disk_write_kb
2025-09-11 16:40:36,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:36,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:36,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:36,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:36,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:37,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:37,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:37,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:37,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:37,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:38,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:38,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:38,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:38,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:38,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:39,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:39,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:39,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:39,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:39,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:40,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:40,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:40,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:40,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:40,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:41,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:41,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:41,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:41,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:41,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:42,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:42,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:42,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:42,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:42,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:43,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:43,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:43,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:43,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:43,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:44,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:44,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:44,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:44,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:44,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:45,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:45,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:45,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:45,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:45,2746692,gpu-memleak-trace,5.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:46,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:46,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:46,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:46,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:46,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:47,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:47,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:47,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:47,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:47,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:48,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:48,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:48,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:48,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:48,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:49,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:49,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:49,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:49,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:49,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:50,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:50,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:50,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:50,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:50,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:51,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:51,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:51,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:51,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:51,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:52,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:52,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:52,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:52,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:52,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:53,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:53,2746692,gpu-memleak-trace,0.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:53,2746692,gpu-memleak-trace,30.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:53,2746692,gpu-memleak-trace,20.0,79.4,0.1,50.9,0.0
2025-09-11 16:40:53,2746692,gpu-memleak-trace,20.0,79.6,0.1,50.9,0.0
2025-09-11 16:40:54,2746692,gpu-memleak-trace,20.0,79.9,0.1,50.9,0.0
2025-09-11 16:40:54,2746692,gpu-memleak-trace,15.0,79.9,0.1,50.9,0.0
2025-09-11 16:40:54,2746692,gpu-memleak-trace,15.0,79.9,0.1,50.9,0.0
2025-09-11 16:40:54,2746692,gpu-memleak-trace,20.0,79.9,0.1,50.9,0.0
2025-09-11 16:40:54,2746692,gpu-memleak-trace,10.0,79.9,0.1,50.9,0.0
2025-09-11 16:40:55,2746692,gpu-memleak-trace,20.0,80.1,0.1,50.9,0.0
2025-09-11 16:40:55,2746692,gpu-memleak-trace,15.0,80.1,0.1,50.9,0.0
2025-09-11 16:40:55,2746692,gpu-memleak-trace,20.0,80.1,0.1,50.9,0.0
2025-09-11 16:40:55,2746692,gpu-memleak-trace,10.0,80.4,0.1,50.9,0.0
2025-09-11 16:40:55,2746692,gpu-memleak-trace,20.0,80.4,0.1,50.9,0.0
2025-09-11 16:40:56,2746692,gpu-memleak-trace,10.0,80.4,0.1,50.9,0.0
2025-09-11 16:40:56,2746692,gpu-memleak-trace,20.0,80.6,0.1,50.9,0.0
2025-09-11 16:40:56,2746692,gpu-memleak-trace,15.0,80.6,0.1,50.9,0.0
2025-09-11 16:40:56,2746692,gpu-memleak-trace,15.0,80.6,0.1,50.9,0.0
2025-09-11 16:40:56,2746692,gpu-memleak-trace,20.0,80.6,0.1,50.9,0.0
2025-09-11 16:40:57,2746692,gpu-memleak-trace,15.0,80.6,0.1,50.9,0.0
2025-09-11 16:40:57,2746692,gpu-memleak-trace,20.0,80.6,0.1,50.9,0.0
2025-09-11 16:40:57,2746692,gpu-memleak-trace,10.0,80.6,0.1,50.9,0.0
2025-09-11 16:40:57,2746692,gpu-memleak-trace,20.0,80.9,0.1,50.9,0.0
2025-09-11 16:40:57,2746692,gpu-memleak-trace,20.0,81.1,0.1,50.9,0.0
2025-09-11 16:40:58,2746692,gpu-memleak-trace,15.0,81.4,0.1,50.9,0.0
2025-09-11 16:40:58,2746692,gpu-memleak-trace,20.0,81.4,0.1,50.9,0.0
2025-09-11 16:40:58,2746692,gpu-memleak-trace,15.0,81.6,0.1,50.9,0.0
2025-09-11 16:40:58,2746692,gpu-memleak-trace,20.0,81.9,0.1,50.9,0.0
2025-09-11 16:40:58,2746692,gpu-memleak-trace,20.0,81.9,0.1,50.9,0.0
2025-09-11 16:40:59,2746692,gpu-memleak-trace,15.0,82.1,0.1,50.9,0.0
2025-09-11 16:40:59,2746692,gpu-memleak-trace,20.0,82.1,0.1,50.9,0.0
2025-09-11 16:40:59,2746692,gpu-memleak-trace,10.0,82.1,0.1,50.9,0.0
2025-09-11 16:40:59,2746692,gpu-memleak-trace,20.0,82.4,0.1,50.9,0.0
2025-09-11 16:40:59,2746692,gpu-memleak-trace,15.0,82.4,0.1,50.9,0.0
2025-09-11 16:41:00,2746692,gpu-memleak-trace,15.0,82.4,0.1,50.9,0.0
2025-09-11 16:41:00,2746692,gpu-memleak-trace,15.0,82.6,0.1,50.9,0.0
2025-09-11 16:41:00,2746692,gpu-memleak-trace,15.0,82.6,0.1,50.9,0.0
2025-09-11 16:41:00,2746692,gpu-memleak-trace,15.0,82.9,0.1,50.9,0.0
2025-09-11 16:41:00,2746692,gpu-memleak-trace,15.0,83.4,0.1,50.9,0.0
2025-09-11 16:41:01,2746692,gpu-memleak-trace,20.0,83.4,0.1,50.9,0.0
2025-09-11 16:41:01,2746692,gpu-memleak-trace,15.0,83.4,0.1,50.9,0.0
2025-09-11 16:41:01,2746692,gpu-memleak-trace,20.0,83.4,0.1,50.9,0.0
2025-09-11 16:41:01,2746692,gpu-memleak-trace,10.0,83.4,0.1,50.9,0.0
2025-09-11 16:41:01,2746692,gpu-memleak-trace,20.0,83.4,0.1,50.9,0.0
2025-09-11 16:41:02,2746692,gpu-memleak-trace,15.0,83.6,0.1,50.9,0.0
2025-09-11 16:41:02,2746692,gpu-memleak-trace,20.0,83.6,0.1,50.9,0.0
2025-09-11 16:41:02,2746692,gpu-memleak-trace,15.0,83.6,0.1,50.9,0.0
2025-09-11 16:41:02,2746692,gpu-memleak-trace,15.0,83.9,0.1,50.9,0.0
2025-09-11 16:41:02,2746692,gpu-memleak-trace,20.0,84.1,0.1,50.9,0.0
2025-09-11 16:41:03,2746692,gpu-memleak-trace,15.0,84.1,0.1,50.9,0.0
2025-09-11 16:41:03,2746692,gpu-memleak-trace,20.0,84.1,0.1,50.9,0.0
2025-09-11 16:41:03,2746692,gpu-memleak-trace,15.0,84.1,0.1,50.9,0.0
2025-09-11 16:41:03,2746692,gpu-memleak-trace,15.0,84.1,0.1,50.9,0.0
2025-09-11 16:41:03,2746692,gpu-memleak-trace,15.0,84.6,0.1,50.9,0.0
2025-09-11 16:41:04,2746692,gpu-memleak-trace,20.0,84.6,0.1,50.9,0.0
2025-09-11 16:41:04,2746692,gpu-memleak-trace,15.0,84.6,0.1,50.9,0.0
2025-09-11 16:41:04,2746692,gpu-memleak-trace,15.0,84.6,0.1,50.9,0.0
2025-09-11 16:41:04,2746692,gpu-memleak-trace,15.0,85.1,0.1,50.9,0.0
2025-09-11 16:41:04,2746692,gpu-memleak-trace,15.0,85.4,0.1,50.9,0.0
2025-09-11 16:41:05,2746692,gpu-memleak-trace,20.0,85.6,0.1,50.9,0.0
2025-09-11 16:41:05,2746692,gpu-memleak-trace,15.0,85.6,0.1,50.9,0.0
2025-09-11 16:41:05,2746692,gpu-memleak-trace,15.0,85.9,0.1,50.9,0.0
2025-09-11 16:41:05,2746692,gpu-memleak-trace,20.0,85.9,0.1,50.9,0.0
2025-09-11 16:41:05,2746692,gpu-memleak-trace,15.0,85.9,0.1,50.9,0.0
2025-09-11 16:41:06,2746692,gpu-memleak-trace,15.0,85.9,0.1,50.9,0.0
2025-09-11 16:41:06,2746692,gpu-memleak-trace,20.0,86.6,0.1,50.9,0.0
2025-09-11 16:41:06,2746692,gpu-memleak-trace,15.0,87.1,0.1,50.9,0.0
2025-09-11 16:41:06,2746692,gpu-memleak-trace,20.0,87.1,0.1,50.9,0.0
2025-09-11 16:41:06,2746692,gpu-memleak-trace,10.0,87.4,0.1,50.9,0.0
2025-09-11 16:41:07,2746692,gpu-memleak-trace,20.0,87.6,0.1,50.9,0.0
2025-09-11 16:41:07,2746692,gpu-memleak-trace,20.0,87.6,0.1,50.9,0.0
2025-09-11 16:41:07,2746692,gpu-memleak-trace,15.0,87.6,0.1,50.9,0.0
2025-09-11 16:41:07,2746692,gpu-memleak-trace,15.0,87.6,0.1,50.9,0.0
2025-09-11 16:41:07,2746692,gpu-memleak-trace,20.0,87.6,0.1,50.9,0.0
2025-09-11 16:41:08,2746692,gpu-memleak-trace,15.0,87.6,0.1,50.9,0.0
2025-09-11 16:41:08,2746692,gpu-memleak-trace,20.0,87.6,0.1,50.9,0.0
2025-09-11 16:41:08,2746692,gpu-memleak-trace,10.0,87.6,0.1,50.9,0.0
2025-09-11 16:41:08,2746692,gpu-memleak-trace,20.0,87.6,0.1,50.9,0.0
2025-09-11 16:41:08,2746692,gpu-memleak-trace,15.0,87.6,0.1,50.9,0.0
2025-09-11 16:41:09,2746692,gpu-memleak-trace,20.0,87.6,0.1,50.9,0.0
2025-09-11 16:41:09,2746692,gpu-memleak-trace,15.0,87.6,0.1,50.9,0.0
2025-09-11 16:41:09,2746692,gpu-memleak-trace,15.0,87.6,0.1,50.9,0.0
2025-09-11 16:41:09,2746692,gpu-memleak-trace,20.0,87.6,0.1,50.9,0.0
2025-09-11 16:41:09,2746692,gpu-memleak-trace,10.0,87.9,0.1,50.9,0.0
2025-09-11 16:41:10,2746692,gpu-memleak-trace,25.0,87.9,0.1,50.9,0.0
2025-09-11 16:41:10,2746692,gpu-memleak-trace,10.0,87.9,0.1,50.9,0.0
2025-09-11 16:41:10,2746692,gpu-memleak-trace,15.0,87.9,0.1,50.9,0.0
2025-09-11 16:41:10,2746692,gpu-memleak-trace,20.0,87.9,0.1,50.9,0.0
2025-09-11 16:41:10,2746692,gpu-memleak-trace,10.0,87.9,0.1,50.9,0.0
2025-09-11 16:41:11,2746692,gpu-memleak-trace,15.0,87.9,0.1,50.9,0.0
2025-09-11 16:41:11,2746692,gpu-memleak-trace,20.0,87.9,0.1,50.9,0.0
2025-09-11 16:41:11,2746692,gpu-memleak-trace,15.0,87.9,0.1,50.9,0.0
2025-09-11 16:41:11,2746692,gpu-memleak-trace,20.0,87.9,0.1,50.9,0.0
2025-09-11 16:41:11,2746692,gpu-memleak-trace,10.0,87.9,0.1,50.9,0.0
